case;activity;start time;end time;resource;product;prod-price;quantity;address
915;pay;2015-07-10 23:35:53;2015-07-10 23:44:21;Jack;SAMSUNG Core Prime G361;135.0;2;NL-9521KJ-34
916;pay;2015-07-11 17:26:17;2015-07-11 17:31:17;Lily;APPLE iPhone 6 16 GB;639.0;5;NL-7833HT-15
997;place order;2015-07-11 20:31:31;2015-07-11 20:38:24;Aiden;APPLE iPhone 6 16 GB;639.0;1;NL-9491BG-41
998;place order;2015-07-12 20:17:26;2015-07-12 20:27:05;Sophia;SAMSUNG Galaxy J5;219.99;4;NL-7822AW-5
853;send reminder;2015-07-13 08:56:18;2015-07-13 09:10:50;Abigail;MOTOROLA Moto G;199.0;3;NL-7823JJ-7
999;place order;2015-07-13 09:00:13;2015-07-13 12:39:41;Lucas;SAMSUNG Galaxy J5;219.99;1;NL-7833HT-15
870;make delivery;2015-07-13 09:32:38;2015-07-13 09:42:07;Michael;APPLE iPhone 6 16 GB;639.0;3;NL-7823JJ-7
881;confirm payment;2015-07-13 09:53:59;2015-07-13 10:10:48;Alexander;MOTOROLA Moto G;199.0;2;NL-7821AC-3
879;prepare delivery;2015-07-13 10:04:52;2015-07-13 10:08:50;Aiden;APPLE iPhone 5s 16 GB;449.0;3;NL-7943MC-4
1000;place order;2015-07-13 10:18:33;2015-07-13 10:23:35;Emma;APPLE iPhone 5s 16 GB;449.0;3;NL-9411RD-49
877;send reminder;2015-07-13 10:23:11;2015-07-13 11:06:33;Luke;SAMSUNG Galaxy J5;219.99;2;NL-9511PT-22a
901;send reminder;2015-07-13 10:25:44;2015-07-13 10:38:18;Abigail;APPLE iPhone 6s 64 GB;858.0;3;NL-7751AR-19
917;pay;2015-07-13 10:45:00;2015-07-13 10:49:44;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-7905BC-40a
882;send reminder;2015-07-13 11:06:51;2015-07-13 11:23:32;Luke;APPLE iPhone 6 16 GB;639.0;4;NL-9766VB-39
873;prepare delivery;2015-07-13 11:18:10;2015-07-13 11:27:26;Caleb;APPLE iPhone 5s 16 GB;449.0;1;NL-7948DN-12a
983;send invoice;2015-07-13 11:19:53;2015-07-13 11:26:04;Jack;SAMSUNG Galaxy S4;329.0;2;NL-9521KJ-34
902;confirm payment;2015-07-13 11:24:13;2015-07-13 11:43:18;Alexander;MOTOROLA Moto G;199.0;2;NL-7822AW-5
1001;place order;2015-07-13 11:55:13;2015-07-13 11:58:24;Aiden;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-9411RD-49
949;send invoice;2015-07-13 12:13:37;2015-07-13 12:21:31;Lily;APPLE iPhone 6s 64 GB;858.0;4;NL-9411GK-45
885;make delivery;2015-07-13 12:43:57;2015-07-13 12:56:12;Avery;APPLE iPhone 6 16 GB;639.0;3;NL-9514CC-18
871;prepare delivery;2015-07-13 13:03:04;2015-07-13 13:10:29;Sophia;SAMSUNG Galaxy J5;219.99;4;NL-7828AM-11a
862;prepare delivery;2015-07-13 13:26:54;2015-07-13 13:30:26;Aiden;APPLE iPhone 5s 16 GB;449.0;2;NL-7887AC-13
885;confirm payment;2015-07-13 13:51:50;2015-07-13 13:58:04;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-9514CC-18
1002;place order;2015-07-13 14:08:34;2015-07-13 17:49:48;Lucas;APPLE iPhone 6s 64 GB;858.0;3;NL-7828AM-11a
810;make delivery;2015-07-13 14:17:01;2015-07-13 15:55:08;Ella;APPLE iPhone 6s Plus 64 GB;969.0;4;NL-7875EH-26
986;send invoice;2015-07-13 14:44:56;2015-07-13 14:47:00;Emily;APPLE iPhone 6 16 GB;639.0;1;NL-9403HL-27
883;confirm payment;2015-07-13 14:52:15;2015-07-13 14:55:42;Emily;MOTOROLA Moto G;199.0;1;NL-7751AR-19
945;send invoice;2015-07-13 14:54:38;2015-07-13 14:59:37;Jack;APPLE iPhone 5s 16 GB;449.0;2;NL-7943MC-4
875;confirm payment;2015-07-13 14:57:27;2015-07-13 15:01:29;Emily;SAMSUNG Core Prime G361;135.0;4;NL-9407EM-35
858;make delivery;2015-07-13 14:57:45;2015-07-13 15:50:59;Layla;SAMSUNG Galaxy J5;219.99;1;NL-7823JJ-7
842;make delivery;2015-07-13 15:13:10;2015-07-13 15:23:33;Michael;SAMSUNG Galaxy S4;329.0;4;NL-7887AC-13
863;make delivery;2015-07-13 15:28:27;2015-07-13 15:54:52;Aubrey;APPLE iPhone 6 16 GB;639.0;2;NL-7905AX-38
1003;place order;2015-07-13 15:35:15;2015-07-13 16:18:05;Isabella;SAMSUNG Core Prime G361;135.0;2;NL-7943MC-4
954;send invoice;2015-07-13 15:35:20;2015-07-13 15:38:26;Emily;APPLE iPhone 5s 16 GB;449.0;2;NL-7826GD-9
831;prepare delivery;2015-07-13 15:53:08;2015-07-13 16:00:43;Sophia;SAMSUNG Galaxy S4;329.0;4;NL-7948DN-12a
874;prepare delivery;2015-07-13 15:58:13;2015-07-13 18:31:54;Lucas;APPLE iPhone 6s 64 GB;858.0;2;NL-7942GT-2
929;pay;2015-07-13 16:14:59;2015-07-13 16:18:59;Emily;APPLE iPhone 6 16 GB;639.0;5;NL-7751AR-19
870;confirm payment;2015-07-13 16:18:32;2015-07-13 16:27:22;Jack;APPLE iPhone 6 16 GB;639.0;3;NL-7823JJ-7
810;confirm payment;2015-07-13 16:22:04;2015-07-13 16:26:40;Lily;APPLE iPhone 6s Plus 64 GB;969.0;4;NL-7875EH-26
878;confirm payment;2015-07-13 16:28:19;2015-07-13 16:36:45;Jack;SAMSUNG Galaxy S4;329.0;2;NL-7942GT-2
919;prepare delivery;2015-07-13 16:40:41;2015-07-13 16:47:58;Sophia;APPLE iPhone 6 16 GB;639.0;5;NL-9514CC-18
941;send reminder;2015-07-13 16:58:21;2015-07-13 17:25:16;Luke;SAMSUNG Galaxy S6 32 GB;543.99;1;NL-7821AC-3
970;send invoice;2015-07-13 17:06:45;2015-07-13 17:13:47;Lily;SAMSUNG Galaxy S4;329.0;1;NL-7821AC-3
932;pay;2015-07-13 17:25:15;2015-07-13 17:29:52;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-9407EM-35
869;make delivery;2015-07-13 17:26:07;2015-07-13 19:01:19;Ella;SAMSUNG Galaxy S4;329.0;1;NL-7742XG-17
842;confirm payment;2015-07-13 17:28:03;2015-07-13 17:33:34;Lily;SAMSUNG Galaxy S4;329.0;4;NL-7887AC-13
1004;place order;2015-07-13 17:28:37;2015-07-13 17:33:08;Olivia;SAMSUNG Galaxy S4;329.0;1;NL-7944BB-6
875;make delivery;2015-07-13 17:38:06;2015-07-13 18:55:05;Ella;SAMSUNG Core Prime G361;135.0;4;NL-9407EM-35
1005;place order;2015-07-13 19:15:21;2015-07-13 19:29:26;Sophia;APPLE iPhone 6 16 GB;639.0;3;NL-7918AE-48b
911;pay;2015-07-13 20:08:40;2015-07-13 20:14:13;Lily;SAMSUNG Core Prime G361;135.0;2;NL-7833HT-15
895;confirm payment;2015-07-13 20:18:41;2015-07-13 20:26:24;Lily;APPLE iPhone 5s 16 GB;449.0;5;NL-7943MC-4
1006;place order;2015-07-13 22:06:57;2015-07-13 22:20:23;Olivia;APPLE iPhone 6 16 GB;639.0;3;NL-9402NV-25
1007;place order;2015-07-14 07:42:54;2015-07-14 07:56:49;Mia;SAMSUNG Galaxy S4;329.0;2;NL-9468HG-14
868;confirm payment;2015-07-14 08:26:19;2015-07-14 08:29:53;Emily;SAMSUNG Galaxy S4;329.0;2;NL-7905AX-38
897;make delivery;2015-07-14 08:43:57;2015-07-14 10:04:44;Ella;SAMSUNG Galaxy S4;329.0;1;NL-7944BB-6
859;cancel order;2015-07-14 09:07:29;2015-07-14 09:22:16;Jack;APPLE iPhone 6 16 GB;639.0;3;NL-7833HT-15
893;make delivery;2015-07-14 09:19:15;2015-07-14 09:28:21;Michael;APPLE iPhone 6s Plus 64 GB;969.0;3;NL-7944RD-8
959;send invoice;2015-07-14 09:29:42;2015-07-14 09:33:32;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-7833HT-15
912;pay;2015-07-14 10:05:22;2015-07-14 10:15:15;Alexander;APPLE iPhone 6 16 GB;639.0;1;NL-9402NV-25
869;confirm payment;2015-07-14 10:05:28;2015-07-14 10:13:55;Lily;SAMSUNG Galaxy S4;329.0;1;NL-7742XG-17
858;confirm payment;2015-07-14 10:14:26;2015-07-14 10:30:03;Alexander;SAMSUNG Galaxy J5;219.99;1;NL-7823JJ-7
1002;send invoice;2015-07-14 10:22:28;2015-07-14 10:28:50;Lily;APPLE iPhone 6s 64 GB;858.0;3;NL-7828AM-11a
1008;place order;2015-07-14 10:29:18;2015-07-14 10:34:59;Emma;SAMSUNG Galaxy J5;219.99;3;NL-9521CT-28b
867;make delivery;2015-07-14 10:44:09;2015-07-14 12:16:49;Ella;SAMSUNG Galaxy S6 32 GB;543.99;2;NL-7908XB-46
991;send invoice;2015-07-14 10:45:55;2015-07-14 10:53:22;Lily;SAMSUNG Core Prime G361;135.0;4;NL-7905BC-40a
890;send reminder;2015-07-14 11:08:32;2015-07-14 11:48:48;Luke;APPLE iPhone 6 16 GB;639.0;1;NL-9411GK-45
895;make delivery;2015-07-14 11:11:51;2015-07-14 11:25:37;Harper;APPLE iPhone 5s 16 GB;449.0;5;NL-7943MC-4
944;send invoice;2015-07-14 12:00:29;2015-07-14 12:08:20;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-7833HT-15
897;confirm payment;2015-07-14 12:00:43;2015-07-14 12:07:45;Lily;SAMSUNG Galaxy S4;329.0;1;NL-7944BB-6
1009;place order;2015-07-14 12:16:44;2015-07-14 12:29:33;Olivia;SAMSUNG Galaxy S4;329.0;5;NL-7822AW-5
979;send invoice;2015-07-14 12:19:55;2015-07-14 12:28:58;Jack;SAMSUNG Galaxy S4;329.0;4;NL-9521GC-32
872;send reminder;2015-07-14 12:27:50;2015-07-14 12:40:52;Abigail;HUAWEI P8 Lite;234.0;1;NL-7812LW-50
1010;place order;2015-07-14 13:51:35;2015-07-14 13:57:56;Sophia;SAMSUNG Galaxy S4;329.0;4;NL-9331MA-24
928;send reminder;2015-07-14 13:51:45;2015-07-14 14:11:12;Abigail;APPLE iPhone 6 16 GB;639.0;1;NL-7823JJ-7
892;prepare delivery;2015-07-14 13:57:40;2015-07-14 14:00:29;Emma;APPLE iPhone 6s 64 GB;858.0;2;NL-9514BV-16
965;send invoice;2015-07-14 14:04:41;2015-07-14 14:10:08;Lily;SAMSUNG Core Prime G361;135.0;3;NL-9468HG-14
879;make delivery;2015-07-14 14:25:23;2015-07-14 16:01:22;Ella;APPLE iPhone 5s 16 GB;449.0;3;NL-7943MC-4
975;send invoice;2015-07-14 14:31:30;2015-07-14 14:48:59;Caleb;APPLE iPhone 6s 64 GB;858.0;2;NL-9521GC-32
893;confirm payment;2015-07-14 14:48:59;2015-07-14 14:57:59;Jack;APPLE iPhone 6s Plus 64 GB;969.0;3;NL-7944RD-8
862;make delivery;2015-07-14 14:49:13;2015-07-14 15:36:19;Layla;APPLE iPhone 5s 16 GB;449.0;2;NL-7887AC-13
835;prepare delivery;2015-07-14 14:49:44;2015-07-14 14:56:25;Olivia;SAMSUNG Galaxy S4;329.0;2;NL-7833HT-15
863;confirm payment;2015-07-14 15:06:00;2015-07-14 15:13:13;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-7905AX-38
922;send reminder;2015-07-14 15:36:00;2015-07-14 16:14:38;Luke;SAMSUNG Galaxy J5;219.99;2;NL-7821AC-3
873;make delivery;2015-07-14 15:50:30;2015-07-14 17:18:12;Ella;APPLE iPhone 5s 16 GB;449.0;1;NL-7948DN-12a
1011;place order;2015-07-14 16:01:17;2015-07-14 19:38:24;Lucas;SAMSUNG Galaxy S4;329.0;4;NL-7944BB-6
891;send reminder;2015-07-14 16:13:42;2015-07-14 16:26:57;Abigail;APPLE iPhone 6s Plus 64 GB;969.0;4;NL-7826GD-9
966;send invoice;2015-07-14 16:21:44;2015-07-14 16:30:38;Jack;SAMSUNG Galaxy S4;329.0;3;NL-9408BM-37
990;send invoice;2015-07-14 16:37:39;2015-07-14 16:44:52;Jack;MOTOROLA Moto G;199.0;4;NL-9514BV-16
992;send invoice;2015-07-14 16:47:15;2015-07-14 16:54:12;Jack;SAMSUNG Galaxy S4;329.0;3;NL-7948DN-12a
865;prepare delivery;2015-07-14 17:08:40;2015-07-14 19:32:59;Lucas;APPLE iPhone 6 16 GB;639.0;4;NL-7828AM-11a
927;pay;2015-07-14 17:10:22;2015-07-14 17:14:27;Lily;APPLE iPhone 6 16 GB;639.0;4;NL-7742XG-17
874;make delivery;2015-07-14 17:14:22;2015-07-14 18:47:43;Ella;APPLE iPhone 6s 64 GB;858.0;2;NL-7942GT-2
1012;place order;2015-07-14 17:20:41;2015-07-14 17:28:05;Aiden;APPLE iPhone 5s 16 GB;449.0;3;NL-7905AX-38
867;confirm payment;2015-07-14 18:16:21;2015-07-14 18:22:34;Lily;SAMSUNG Galaxy S6 32 GB;543.99;2;NL-7908XB-46
1013;place order;2015-07-14 18:59:29;2015-07-14 23:16:07;Lucas;APPLE iPhone 6s 64 GB;858.0;2;NL-9411CS-43
933;pay;2015-07-14 19:52:05;2015-07-14 20:01:20;Alexander;SAMSUNG Galaxy S6 32 GB;543.99;4;NL-7875EH-26
905;pay;2015-07-14 21:41:07;2015-07-14 21:49:52;Jack;APPLE iPhone 5s 16 GB;449.0;4;NL-7942GT-2
831;make delivery;2015-07-14 22:34:04;2015-07-14 22:56:38;Aubrey;SAMSUNG Galaxy S4;329.0;4;NL-7948DN-12a
1014;place order;2015-07-14 22:34:42;2015-07-14 22:40:31;Aiden;APPLE iPhone 6 16 GB;639.0;3;NL-9411RD-49
940;pay;2015-07-14 23:47:45;2015-07-14 23:51:34;Emily;SAMSUNG Galaxy S4;329.0;4;NL-7822AW-5
946;pay;2015-07-15 08:44:52;2015-07-15 08:51:59;Lily;SAMSUNG Galaxy S4;329.0;4;NL-7907EJ-42
871;make delivery;2015-07-15 08:52:01;2015-07-15 10:21:57;Ella;SAMSUNG Galaxy J5;219.99;4;NL-7828AM-11a
1015;place order;2015-07-15 08:57:38;2015-07-15 09:10:44;Sophia;SAMSUNG Galaxy S4;329.0;3;NL-7887AC-13
967;send invoice;2015-07-15 09:39:46;2015-07-15 09:45:06;Lily;APPLE iPhone 5s 16 GB;449.0;3;NL-7942GT-2
985;send invoice;2015-07-15 09:42:05;2015-07-15 09:46:14;Lily;APPLE iPhone 6s 64 GB;858.0;5;NL-7905AX-38
1008;send invoice;2015-07-15 10:20:05;2015-07-15 10:25:42;Jack;SAMSUNG Galaxy J5;219.99;3;NL-9521CT-28b
937;pay;2015-07-15 10:33:30;2015-07-15 10:39:28;Lily;SAMSUNG Galaxy S4;329.0;3;NL-9468HG-14
919;make delivery;2015-07-15 10:35:28;2015-07-15 10:49:29;Abigail;APPLE iPhone 6 16 GB;639.0;5;NL-9514CC-18
908;pay;2015-07-15 10:42:37;2015-07-15 10:46:35;Emily;SAMSUNG Galaxy S4;329.0;4;NL-9766VB-39
1016;place order;2015-07-15 11:14:34;2015-07-15 14:20:24;Lucas;MOTOROLA Moto E 4G;99.99;3;NL-9405NP-33
873;confirm payment;2015-07-15 11:17:02;2015-07-15 11:19:33;Emily;APPLE iPhone 5s 16 GB;449.0;1;NL-7948DN-12a
1006;send invoice;2015-07-15 11:48:00;2015-07-15 12:02:36;Alexander;APPLE iPhone 6 16 GB;639.0;3;NL-9402NV-25
862;confirm payment;2015-07-15 11:57:22;2015-07-15 12:03:51;Lily;APPLE iPhone 5s 16 GB;449.0;2;NL-7887AC-13
988;send invoice;2015-07-15 12:01:01;2015-07-15 12:21:44;Caleb;SAMSUNG Galaxy S4;329.0;1;NL-7948DN-12a
904;pay;2015-07-15 12:25:42;2015-07-15 12:32:46;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-9407EM-35
921;send reminder;2015-07-15 12:39:18;2015-07-15 13:16:37;Luke;SAMSUNG Galaxy S4;329.0;3;NL-7944BB-6
879;confirm payment;2015-07-15 12:40:30;2015-07-15 12:49:29;Lily;APPLE iPhone 5s 16 GB;449.0;3;NL-7943MC-4
831;confirm payment;2015-07-15 12:47:00;2015-07-15 17:42:44;Madelyn;SAMSUNG Galaxy S4;329.0;4;NL-7948DN-12a
1017;place order;2015-07-15 12:47:16;2015-07-15 12:54:40;Sophia;SAMSUNG Galaxy S4;329.0;3;NL-9403HL-27
882;pay;2015-07-15 14:24:34;2015-07-15 14:31:26;Jack;APPLE iPhone 6 16 GB;639.0;4;NL-9766VB-39
1018;place order;2015-07-15 14:52:39;2015-07-15 19:13:17;Lucas;APPLE iPhone 6 16 GB;639.0;3;NL-7823JJ-7
931;send reminder;2015-07-15 15:11:18;2015-07-15 15:20:28;Abigail;APPLE iPhone 6 16 GB;639.0;1;NL-7875EH-26
996;send invoice;2015-07-15 15:39:45;2015-07-15 16:15:34;Caleb;SAMSUNG Galaxy S6 32 GB;543.99;2;NL-7812LW-50
920;prepare delivery;2015-07-15 16:04:06;2015-07-15 18:25:09;Lucas;APPLE iPhone 6 16 GB;639.0;3;NL-9491BG-41
915;prepare delivery;2015-07-15 16:11:39;2015-07-15 16:18:06;Olivia;SAMSUNG Core Prime G361;135.0;2;NL-9521KJ-34
892;make delivery;2015-07-15 16:19:10;2015-07-15 16:32:22;Avery;APPLE iPhone 6s 64 GB;858.0;2;NL-9514BV-16
972;send invoice;2015-07-15 16:29:02;2015-07-15 16:33:05;Lily;MOTOROLA Moto E 4G;99.99;1;NL-9403JH-29
871;confirm payment;2015-07-15 16:37:57;2015-07-15 16:45:46;Lily;SAMSUNG Galaxy J5;219.99;4;NL-7828AM-11a
1019;place order;2015-07-15 17:03:25;2015-07-15 17:10:03;Aiden;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-9407EM-35
935;pay;2015-07-15 17:11:17;2015-07-15 17:18:27;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-7826GD-9
877;cancel order;2015-07-15 17:27:04;2015-07-15 17:33:42;Emily;SAMSUNG Galaxy J5;219.99;2;NL-9511PT-22a
948;send invoice;2015-07-15 17:39:04;2015-07-15 17:43:44;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-9491BG-41
887;prepare delivery;2015-07-15 17:44:33;2015-07-15 17:48:28;Aiden;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-9331MA-24
835;make delivery;2015-07-15 17:46:20;2015-07-15 19:17:01;Ella;SAMSUNG Galaxy S4;329.0;2;NL-7833HT-15
865;confirm payment;2015-07-15 18:12:45;2015-07-15 18:25:10;Chloe;APPLE iPhone 6 16 GB;639.0;4;NL-7828AM-11a
1020;place order;2015-07-15 18:24:57;2015-07-15 18:41:55;Caleb;MOTOROLA Moto G;199.0;4;NL-9521ET-30
923;pay;2015-07-15 18:48:34;2015-07-15 18:52:15;Lily;SAMSUNG Galaxy J5;219.99;2;NL-7918AE-48b
853;cancel order;2015-07-15 19:05:39;2015-07-15 19:19:34;Lily;MOTOROLA Moto G;199.0;3;NL-7823JJ-7
1000;send invoice;2015-07-15 19:52:53;2015-07-15 19:59:03;Jack;APPLE iPhone 5s 16 GB;449.0;3;NL-9411RD-49
1021;place order;2015-07-15 20:51:06;2015-07-16 01:28:25;Lucas;SAMSUNG Core Prime G361;135.0;5;NL-9468HG-14
1022;place order;2015-07-16 02:07:48;2015-07-16 02:10:43;Emma;SAMSUNG Galaxy S4;329.0;3;NL-7742XG-17
995;send invoice;2015-07-16 09:17:50;2015-07-16 09:22:32;Lily;APPLE iPhone 6 16 GB;639.0;4;NL-7821AC-3
1023;place order;2015-07-16 09:20:42;2015-07-16 09:25:42;Emma;APPLE iPhone 6 16 GB;639.0;2;NL-7905BC-40a
896;prepare delivery;2015-07-16 09:28:20;2015-07-16 09:36:12;Sophia;APPLE iPhone 6 16 GB;639.0;2;NL-9411RD-49
998;send invoice;2015-07-16 09:31:12;2015-07-16 09:35:38;Lily;SAMSUNG Galaxy J5;219.99;4;NL-7822AW-5
955;send reminder;2015-07-16 09:39:40;2015-07-16 09:53:15;Luke;SAMSUNG Galaxy S4;329.0;3;NL-7942GT-2
976;send invoice;2015-07-16 10:23:40;2015-07-16 10:59:13;Caleb;SAMSUNG Core Prime G361;135.0;5;NL-9405NP-33
952;pay;2015-07-16 10:54:59;2015-07-16 11:02:05;Jack;SAMSUNG Galaxy S4;329.0;6;NL-7828AM-11a
933;prepare delivery;2015-07-16 10:59:23;2015-07-16 11:03:13;Aiden;SAMSUNG Galaxy S6 32 GB;543.99;4;NL-7875EH-26
1024;place order;2015-07-16 10:59:31;2015-07-16 11:06:49;Aiden;APPLE iPhone 6 16 GB;639.0;5;NL-7823JJ-7
874;confirm payment;2015-07-16 11:15:27;2015-07-16 11:23:52;Jack;APPLE iPhone 6s 64 GB;858.0;2;NL-7942GT-2
865;make delivery;2015-07-16 11:18:17;2015-07-16 11:34:12;Abigail;APPLE iPhone 6 16 GB;639.0;4;NL-7828AM-11a
1003;send invoice;2015-07-16 11:57:52;2015-07-16 12:01:54;Emily;SAMSUNG Core Prime G361;135.0;2;NL-7943MC-4
989;send invoice;2015-07-16 12:04:32;2015-07-16 12:18:52;Alexander;APPLE iPhone 6s 64 GB;858.0;2;NL-7742XG-17
959;pay;2015-07-16 12:12:29;2015-07-16 12:22:27;Alexander;APPLE iPhone 6s 64 GB;858.0;2;NL-7833HT-15
919;confirm payment;2015-07-16 12:40:25;2015-07-16 12:46:36;Lily;APPLE iPhone 6 16 GB;639.0;5;NL-9514CC-18
907;send reminder;2015-07-16 12:48:12;2015-07-16 13:30:54;Luke;SAMSUNG Galaxy S4;329.0;6;NL-9411RD-49
925;pay;2015-07-16 13:03:50;2015-07-16 16:24:25;Madelyn;SAMSUNG Galaxy S4;329.0;2;NL-7823JJ-7
872;cancel order;2015-07-16 13:09:42;2015-07-16 13:22:05;Lily;HUAWEI P8 Lite;234.0;1;NL-7812LW-50
1025;place order;2015-07-16 13:17:09;2015-07-16 13:20:03;Emma;APPLE iPhone 6 16 GB;639.0;4;NL-9411ME-47
835;confirm payment;2015-07-16 13:50:36;2015-07-16 14:00:33;Jack;SAMSUNG Galaxy S4;329.0;2;NL-7833HT-15
914;pay;2015-07-16 14:12:54;2015-07-16 14:17:23;Jack;MOTOROLA Moto G;199.0;3;NL-7828AM-11a
913;send reminder;2015-07-16 14:28:20;2015-07-16 14:58:34;Luke;SAMSUNG Galaxy S4;329.0;2;NL-7742XG-17
1026;place order;2015-07-16 14:52:26;2015-07-16 19:18:33;Lucas;SAMSUNG Galaxy S6 32 GB;543.99;4;NL-7943MC-4
1017;send invoice;2015-07-16 15:03:38;2015-07-16 15:11:02;Lily;SAMSUNG Galaxy S4;329.0;3;NL-9403HL-27
906;send reminder;2015-07-16 15:21:02;2015-07-16 15:41:38;Abigail;APPLE iPhone 5s 16 GB;449.0;1;NL-7948BX-10
968;pay;2015-07-16 15:23:49;2015-07-16 15:26:53;Emily;SAMSUNG Core Prime G361;135.0;4;NL-7833HT-15
1010;send invoice;2015-07-16 15:28:35;2015-07-16 15:35:32;Lily;SAMSUNG Galaxy S4;329.0;4;NL-9331MA-24
978;send invoice;2015-07-16 15:35:00;2015-07-16 15:37:04;Emily;APPLE iPhone 5s 16 GB;449.0;3;NL-7822AW-5
981;send invoice;2015-07-16 16:00:04;2015-07-16 16:06:14;Lily;SAMSUNG Galaxy S4;329.0;2;NL-7821AC-3
840;prepare delivery;2015-07-16 16:41:45;2015-07-16 16:49:17;Sophia;SAMSUNG Galaxy S4;329.0;2;NL-9331MA-24
915;confirm payment;2015-07-16 16:43:18;2015-07-16 16:49:53;Jack;SAMSUNG Core Prime G361;135.0;2;NL-9521KJ-34
929;prepare delivery;2015-07-16 16:54:18;2015-07-16 17:01:56;Sophia;APPLE iPhone 6 16 GB;639.0;5;NL-7751AR-19
1027;place order;2015-07-16 17:02:59;2015-07-16 17:10:18;Caleb;APPLE iPhone 6s Plus 64 GB;969.0;2;NL-7875EH-26
938;send reminder;2015-07-16 17:04:59;2015-07-16 17:39:05;Luke;SAMSUNG Core Prime G361;135.0;7;NL-9514CC-18
892;confirm payment;2015-07-16 17:48:33;2015-07-16 17:53:24;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-9514BV-16
1028;place order;2015-07-16 18:24:05;2015-07-16 18:28:29;Emma;SAMSUNG Core Prime G361;135.0;2;NL-7751AR-19
909;prepare delivery;2015-07-16 19:23:43;2015-07-16 21:50:54;Lucas;APPLE iPhone 6s Plus 64 GB;969.0;5;NL-7942GT-2
915;make delivery;2015-07-16 19:28:43;2015-07-16 19:42:10;Avery;SAMSUNG Core Prime G361;135.0;2;NL-9521KJ-34
930;prepare delivery;2015-07-16 20:33:06;2015-07-16 20:40:12;Sophia;APPLE iPhone 5s 16 GB;449.0;3;NL-7821AC-3
1029;place order;2015-07-16 20:48:29;2015-07-16 20:54:35;Sophia;APPLE iPhone 6s 64 GB;858.0;2;NL-9403HL-27
999;send invoice;2015-07-16 21:54:39;2015-07-16 21:59:38;Lily;SAMSUNG Galaxy J5;219.99;1;NL-7833HT-15
887;make delivery;2015-07-16 21:58:49;2015-07-16 22:12:48;Abigail;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-9331MA-24
1030;place order;2015-07-17 01:52:07;2015-07-17 01:56:56;Emma;SAMSUNG Galaxy S4;329.0;3;NL-9403JH-29
956;pay;2015-07-17 04:11:28;2015-07-17 04:14:57;Madison;SAMSUNG Galaxy S6 32 GB;543.99;4;NL-7822AW-5
1012;send invoice;2015-07-17 09:34:05;2015-07-17 09:40:42;Lily;APPLE iPhone 5s 16 GB;449.0;3;NL-7905AX-38
1005;send invoice;2015-07-17 09:54:22;2015-07-17 09:56:52;Emily;APPLE iPhone 6 16 GB;639.0;3;NL-7918AE-48b
1031;place order;2015-07-17 10:03:26;2015-07-17 10:06:18;Aiden;MOTOROLA Moto G;199.0;2;NL-7943MC-4
920;make delivery;2015-07-17 10:19:08;2015-07-17 11:55:28;Ella;APPLE iPhone 6 16 GB;639.0;3;NL-9491BG-41
997;send invoice;2015-07-17 10:28:11;2015-07-17 10:35:14;Jack;APPLE iPhone 6 16 GB;639.0;1;NL-9491BG-41
896;make delivery;2015-07-17 10:56:52;2015-07-17 12:19:12;Ella;APPLE iPhone 6 16 GB;639.0;2;NL-9411RD-49
848;prepare delivery;2015-07-17 10:59:23;2015-07-17 11:24:24;Luke;APPLE iPhone 6 16 GB;639.0;1;NL-9403JH-29
926;prepare delivery;2015-07-17 11:00:54;2015-07-17 13:40:18;Lucas;APPLE iPhone 5s 16 GB;449.0;4;NL-9403HL-27
899;send reminder;2015-07-17 11:19:53;2015-07-17 11:54:59;Luke;APPLE iPhone 6s Plus 64 GB;969.0;2;NL-7823JJ-7
1032;place order;2015-07-17 11:25:00;2015-07-17 11:31:57;Sophia;APPLE iPhone 6 16 GB;639.0;5;NL-7944RD-8
962;pay;2015-07-17 11:29:33;2015-07-17 11:36:49;Jack;HUAWEI P8 Lite;234.0;1;NL-7821AC-3
931;pay;2015-07-17 11:46:21;2015-07-17 11:49:28;Emily;APPLE iPhone 6 16 GB;639.0;1;NL-7875EH-26
939;pay;2015-07-17 12:21:35;2015-07-17 12:24:59;Emily;APPLE iPhone 5s 16 GB;449.0;5;NL-7908MH-44
972;pay;2015-07-17 13:00:52;2015-07-17 13:30:59;Caleb;MOTOROLA Moto E 4G;99.99;1;NL-9403JH-29
1033;place order;2015-07-17 13:08:07;2015-07-17 17:06:24;Lucas;SAMSUNG Galaxy S4;329.0;3;NL-7887AC-13
924;pay;2015-07-17 13:12:50;2015-07-17 16:52:52;Madelyn;HUAWEI P8 Lite;234.0;6;NL-7751GM-23
